dotN,equations,numbers,field_position,pos1,pos2,correctR,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon.started,polygon.stopped,dots.started,dots.stopped,equation.started,equation.stopped,number.started,number.stopped,key_resp.keys,key_resp.corr,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6,3+4,7,"(0.3, -0.25)","(-0.3, -0.25)","(0, 0.25)",2,0,47,47,35,,,,,,,290.7132313000038,None,291.71563640004024,None,291.71563640004024,None,291.71563640004024,None,None,0,291.71563640004024,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
6,3+3,6,"(0.3, -0.25)","(-0.3, -0.25)","(0, 0.25)",1,0,48,48,59,,,,,,,296.71956460003275,None,297.72052650002297,None,297.72052650002297,None,297.72052650002297,None,None,0,297.72052650002297,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
9,8+1,9,"(0.3, -0.25)","(-0.3, -0.25)","(0, 0.25)",1,0,49,49,42,,,,,,,302.72520790004637,None,303.7262400999898,None,303.7262400999898,None,303.7262400999898,None,None,0,303.7262400999898,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
2,1+1,2,"(0.3, -0.25)","(0, 0.25)","(-0.3, -0.25)",1,0,50,50,16,,,,,,,308.71497450000606,None,309.7302454999881,None,309.7302454999881,None,309.7302454999881,None,None,0,309.7302454999881,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
5,4+2,6,"(0.3, -0.25)","(-0.3, -0.25)","(0, 0.25)",2,0,51,51,1,,,,,,,314.7214091999922,None,315.7712262000423,None,315.7712262000423,None,315.7712262000423,None,None,0,315.7712262000423,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
6,4+2,6,"(0, 0.25)","(0.3, -0.25)","(-0.3, -0.25)",1,0,52,52,21,,,,,,,320.7241475000046,None,321.7254763999954,None,321.7254763999954,None,321.7254763999954,None,None,0,321.7254763999954,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
2,1+1,3,"(0.3, -0.25)","(0, 0.25)","(-0.3, -0.25)",2,0,53,53,48,,,,,,,326.71511580003425,None,327.7305748000508,None,327.7305748000508,None,327.7305748000508,None,None,0,327.7305748000508,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
9,3+6,9,"(0.3, -0.25)","(0, 0.25)","(-0.3, -0.25)",1,0,54,54,30,,,,,,,332.7200651000021,None,333.7186196000548,None,333.7186196000548,None,333.7186196000548,None,None,0,333.7186196000548,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
3,1+1,3,"(0.3, -0.25)","(0, 0.25)","(-0.3, -0.25)",2,0,55,55,19,,,,,,,338.72488350002095,None,339.7238703999901,None,339.7238703999901,None,339.7238703999901,None,None,0,339.7238703999901,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
4,2+2,4,"(-0.3, -0.25)","(0.3, -0.25)","(0, 0.25)",1,0,56,56,58,,,,,,,344.71342739998363,None,345.7212065999629,None,345.7212065999629,None,345.7212065999629,None,None,0,345.7212065999629,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
4,2+1,4,"(0, 0.25)","(0.3, -0.25)","(-0.3, -0.25)",2,0,57,57,22,,,,,,,350.7204311999958,None,351.71896229998674,None,351.71896229998674,None,351.71896229998674,None,None,0,351.71896229998674,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
7,1+7,8,"(0.3, -0.25)","(-0.3, -0.25)","(0, 0.25)",2,0,58,58,44,,,,,,,356.72565579996444,None,357.7256081000669,None,357.7256081000669,None,357.7256081000669,None,None,0,357.7256081000669,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
3,2+1,3,"(-0.3, -0.25)","(0.3, -0.25)","(0, 0.25)",1,0,59,59,57,,,,,,,362.7133332999656,None,363.71357540006284,None,363.71357540006284,None,363.71357540006284,None,None,0,363.71357540006284,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
6,1+5,6,"(0.3, -0.25)","(-0.3, -0.25)","(0, 0.25)",1,0,60,60,55,,,,,,,368.72001759998966,None,369.7188279000111,None,369.7188279000111,None,369.7188279000111,None,None,0,369.7188279000111,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
4,2+1,3,"(0, 0.25)","(-0.3, -0.25)","(0.3, -0.25)",2,0,61,61,52,,,,,,,374.7232226000633,None,375.7228943000082,None,375.7228943000082,None,375.7228943000082,None,None,0,375.7228943000082,None,,001,2021_Aug_17_1623,untitled,2021.2.1,60.31141194251187,
